"filename", "language", "Markdown", "YAML", "XML", "Java Properties", "Java", "JSON", "PostCSS", "Shell Script", "Batch", "C#", "HTML", "comment", "blank", "total"
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectedPagesColumnTest.java", "Java", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 18, 8, 54
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionChangedEventTest.java", "Java", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 21, 20, 122
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableRowDataTest.java", "Java", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 21, 12, 119
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableTest.java", "Java", 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 29, 66, 647
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableToolbarTest.java", "Java", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 22, 13, 139
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableToolbarWithoutMoveTest.java", "Java", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 21, 8, 68
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableWithoutDuplicateTest.java", "Java", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 21, 9, 94
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\SelectionTableWithoutMoveTest.java", "Java", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 21, 14, 116
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\move\MoveSelectedRequestTest.java", "Java", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 21, 5, 35
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\move\MoveTypeTest.java", "Java", 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 22, 23, 188
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\move\MultipleSelectionAndFocusTest.java", "Java", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 22, 9, 79
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\multiple\move\SingleSelectionAndFocusTest.java", "Java", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 22, 6, 45
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\single\SingleSelectionPaneTest.java", "Java", 0, 0, 0, 0, 400, 0, 0, 0, 0, 0, 0, 21, 45, 466
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\selection\single\SingleSelectionPaneToolbarTest.java", "Java", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 21, 8, 88
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\support\CircularObservableListTest.java", "Java", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 21, 9, 88
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\support\FXValidationSupportTest.java", "Java", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 21, 8, 79
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\tool\FooterTest.java", "Java", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 21, 15, 148
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\tool\ModuleOwnedButtonTest.java", "Java", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 22, 6, 49
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\tool\OpenButtonTest.java", "Java", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 21, 19, 186
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\tool\RunButtonTest.java", "Java", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 21, 10, 79
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\java\org\pdfsam\ui\components\tool\TaskFailedButtonTest.java", "Java", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 21, 7, 63
"d:\UCI MSWE\261P\pdfsam\pdfsam-ui-components\src\test\resources\tinylog-test.properties", "Java Properties", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\UCI MSWE\261P\pdfsam\pom.xml", "XML", 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 452
"d:\UCI MSWE\261P\pdfsam\publiccode.yml", "YAML", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 119
"Total", "-", 360, 176, 4087, 134, 29515, 35, 1642, 85, 107, 48, 92, 15045, 6869, 58195
